"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000175756",5.92483450098332,-0.000658611828609194,0.403102955155153,-0.00163385512357679,0.998696372802311,0.999893216865001
"ENSG00000221978",6.92527220448942,0.0720054961834767,0.379422662935673,0.189776476782792,0.849484289710778,0.999893216865001
"ENSG00000224870",3.30549436549466,0.206987735220305,0.544468920220353,0.380164464000139,0.703823336063678,0.999893216865001
"ENSG00000242485",5.1132204395745,-0.117833489177544,0.42532067462302,-0.277046229370309,0.78174460897222,0.999893216865001
"ENSG00000179403",1.86689075987548,-0.565697999428886,0.666029239902362,-0.84935910548284,0.395681501271309,0.999893216865001
"ENSG00000160072",4.17720761304342,-0.228334480124249,0.461194518425537,-0.49509365571767,0.620534011935252,0.999893216865001
"ENSG00000197785",5.23684866548051,-0.243475389529261,0.415339628142139,-0.586207944130817,0.557735783841086,0.999893216865001
"ENSG00000160075",6.05032033499604,0.0394483201606026,0.401257322510772,0.0983117763777222,0.921684727286123,0.999893216865001
"ENSG00000228594",4.42962679923413,-0.00720170798256672,0.463256022286591,-0.0155458485936561,0.98759670701557,0.999893216865001
"ENSG00000197530",5.42762065193424,0.372859810632708,0.445482543396883,0.83697962166954,0.402604022792004,0.999893216865001
"ENSG00000248333",4.24072889433952,0.0193541390997065,0.472222801635118,0.0409851854520596,0.967307706235393,0.999893216865001
"ENSG00000189339",4.67709397176123,-0.0059394755725788,0.44994673738385,-0.0132003970227966,0.989467912890139,0.999893216865001
"ENSG00000008128",3.11786959992767,-0.0562252249210337,0.54106493218074,-0.103915854783677,0.917236124929153,0.999893216865001
"ENSG00000268575",2.93212464358814,-0.0209546249302885,0.557984936025421,-0.0375541050974427,0.970043200913026,0.999893216865001
"ENSG00000215790",3.30659117297395,0.0560146305063397,0.538571151442955,0.104005998754786,0.917164588073465,0.999893216865001
"ENSG00000008130",5.0518341552898,-0.0508290942370678,0.430998409969674,-0.117933368340371,0.906120453618387,0.999893216865001
"ENSG00000078369",9.04386800047578,-0.0199598006980477,0.332614735877033,-0.0600087685394275,0.952148650993374,0.999893216865001
"ENSG00000067606",1.9966191931239,0.866835724548685,0.783856192501123,1.10586065765812,0.268786835621063,0.999893216865001
"ENSG00000162585",4.92754230648249,-0.00466216933021692,0.438500656659465,-0.0106320692099613,0.991516995949348,0.999893216865001
"ENSG00000157933",7.17180418541501,0.00292014377529337,0.370111959004362,0.0078898930560062,0.993704841456997,0.999893216865001
"ENSG00000116151",1.55996784586944,0.434165647801129,0.811230798182013,0.535193743598128,0.592515892101278,0.999893216865001
"ENSG00000157916",7.04892205710405,0.0366737954563232,0.374314588425293,0.0979758646613442,0.921951458354034,0.999893216865001
"ENSG00000157911",4.36406628509825,-0.140978700858402,0.457097684226074,-0.308421385019915,0.75776171167941,0.999893216865001
"ENSG00000157881",3.93013310488464,-0.0107097907254242,0.486759025428304,-0.0220022437509003,0.982446165717708,0.999893216865001
"ENSG00000157873",3.30516238949035,0.925733779830492,0.634149203829227,1.45980437133812,0.144343846837731,0.999893216865001
"ENSG00000157870",3.80372070171671,-0.420693549406892,0.47650567002575,-0.882872074500515,0.37730539320921,0.999893216865001
"ENSG00000162591",7.11598142487788,0.0539301535999827,0.378868820369324,0.14234518836206,0.886807354747725,0.999893216865001
"ENSG00000158109",5.98845566405407,0.0196147122946276,0.403001627351683,0.0486715461263154,0.961181051893378,0.999893216865001
"ENSG00000116213",3.61566813335209,-0.0462182398138303,0.505009027999393,-0.0915196308409082,0.92707970853751,0.999893216865001
"ENSG00000130764",4.99004230648249,0.0195764696746528,0.436969396626718,0.0448005508527089,0.964266286018312,0.999893216865001
"ENSG00000116198",5.11440097853732,0.0667982795189347,0.435080240032219,0.153530942968102,0.877979590605643,0.999893216865001
"ENSG00000169598",1.3706903447569,-0.757855025417078,0.748823636381049,-1.01206076918148,0.311508998480075,0.999893216865001
"ENSG00000198912",3.42855782380176,-0.150472088736488,0.511370530066511,-0.294252562260319,0.76856491859582,0.999893216865001
"ENSG00000131697",3.61850486561275,-0.172788242039439,0.498543732814052,-0.346585927505554,0.728902419587416,0.999893216865001
"ENSG00000069424",3.99525080761635,0.406659678665055,0.51403096183816,0.791119035341474,0.428874532150684,0.999893216865001
"ENSG00000285629",4.11609526121035,-0.0381978781804101,0.474939663258928,-0.0804268018347952,0.935897811164688,0.999893216865001
"ENSG00000116251",5.98805076777898,0.0195771532592364,0.401956166108921,0.0487046969542728,0.961154632691936,0.999893216865001
"ENSG00000158286",2.37146766727693,-0.269312806682001,0.618107475746101,-0.435705467494825,0.66305043834332,0.999893216865001
"ENSG00000116237",6.79920055702065,-0.0328147777375314,0.377642057052602,-0.0868938645066235,0.930755876488995,0.999893216865001
"ENSG00000158292",2.99236241751523,0.0193053382130985,0.55709004332406,0.0346538920313616,0.972355727652478,0.999893216865001
"ENSG00000097021",6.79660237314591,-0.0330313799377681,0.377974020834866,-0.0873906091873952,0.930361033604206,0.999893216865001
"ENSG00000215788",3.17987864872117,-0.16338676401363,0.530740198241426,-0.307846974009132,0.758198776049997,0.999893216865001
"ENSG00000171680",5.61371614877302,0.0625575763867268,0.417746586839014,0.149750059863049,0.880961811389964,0.999893216865001
"ENSG00000162408",3.86579325605208,-0.0419636539192111,0.488810583441987,-0.0858484970266431,0.931586853699082,0.999893216865001
"ENSG00000204859",3.11803661606437,0.0973952688669159,0.552993891201929,0.176123589096487,0.860196849173673,0.999893216865001
"ENSG00000162413",6.67397085734828,0.14815105167203,0.390275785611511,0.379606055855852,0.704237864827946,0.999893216865001
"ENSG00000116273",4.42732462014043,-0.112883934121759,0.455731866320868,-0.247698136698392,0.804367973653141,0.999893216865001
"ENSG00000041988",3.05652538388949,0.0590903498659692,0.552676279176946,0.106916746913704,0.914855027230693,0.999893216865001
"ENSG00000007923",5.98805076777898,0.0195771532592364,0.401956166108921,0.0487046969542728,0.961154632691936,0.999893216865001
"ENSG00000171735",3.80222355048933,-0.0738046851410957,0.490895642734611,-0.150346995809446,0.880490857040066,0.999893216865001
"ENSG00000049245",7.61131898366405,0.115796409227379,0.365609279777336,0.316721745405099,0.751454747177949,0.999893216865001
"ENSG00000049246",3.74306556404285,-0.226186967589673,0.490134843158969,-0.461479061826894,0.644454940100472,0.999893216865001
"ENSG00000116288",6.92415848877413,0.00235603926076744,0.375807743865584,0.00626926746248777,0.994997881051135,0.999893216865001
"ENSG00000116285",6.04969344083744,-0.115972324349456,0.394807168152581,-0.293744221747858,0.768953360116834,0.999893216865001
"ENSG00000162426",1.6243826320624,0.505080274251691,0.811079184460643,0.622726219496759,0.533464449723117,0.999893216865001
"ENSG00000142599",6.6733227959153,-0.0689422586769496,0.379852461606654,-0.181497464529639,0.855977123116028,0.999893216865001
"ENSG00000074800",9.97869696479804,-0.0750137503281733,0.316873981590002,-0.23673054490549,0.812865836987936,0.999893216865001
"ENSG00000180758",1.87260495011677,-0.105518606256673,0.687588571754373,-0.153461838359884,0.87803408236544,0.999893216865001
"ENSG00000228526",3.43064927129267,0.434293940145807,0.560867918799805,0.774324801951852,0.438738740335618,0.999893216865001
"ENSG00000049239",6.36512156753334,0.0578157426252941,0.395369374317591,0.146232223285085,0.883738068469203,0.999893216865001
"ENSG00000171621",5.55239116590884,0.12973125224944,0.422943598148918,0.306734166960394,0.75904572110981,0.999893216865001
"ENSG00000171612",1.74613034827893,-0.243339076828953,0.698659829646886,-0.348294071740091,0.727619345535129,0.999893216865001
"ENSG00000188807",3.36612899891799,-0.186978159728705,0.514656171483536,-0.363306941777704,0.716375608332113,0.999893216865001
"ENSG00000171608",3.86719840908345,0.0821606977539736,0.500138883520457,0.164275765114777,0.869514059134433,0.999893216865001
"ENSG00000171603",8.42313261920892,0.121184948337829,0.349618283134104,0.346620740916302,0.728876261866796,0.999893216865001
"ENSG00000178585",3.92912083330793,0.11256064995577,0.497014292292743,0.226473668265201,0.820833036907149,0.999893216865001
"ENSG00000162441",4.36340020215209,-0.243551823213993,0.451558557340835,-0.539358227752865,0.589639698348343,0.999893216865001
"ENSG00000173614",3.61924307023154,0.226025406749994,0.523281452587539,0.431938501990346,0.665786110540283,0.999893216865001
"ENSG00000130939",5.98805076777898,0.0195771532592364,0.401956166108921,0.0487046969542728,0.961154632691936,0.999893216865001
"ENSG00000054523",6.60996956640906,-0.0165252655990873,0.383406407006331,-0.0431011722733533,0.965620884830361,0.999893216865001
"ENSG00000142657",7.11082879629253,0.0534934280146886,0.373727241015671,0.143134944804426,0.886183607112574,0.999893216865001
"ENSG00000251503",2.36968545865278,-0.269757259964873,0.601422049207404,-0.448532374761415,0.653769026657727,0.999893216865001
"ENSG00000175279",2.61770433407808,-0.40758624630357,0.56609294335204,-0.719998811308449,0.4715257274392,0.999893216865001
"ENSG00000160049",5.23846239456168,0.0194454475799924,0.428109419109032,0.0454216765902082,0.963771203396048,0.999893216865001
"ENSG00000142655",3.99203384518599,0.0195757295472986,0.484592206993762,0.0403962945849654,0.967777184332571,0.999893216865001
"ENSG00000120948",6.98605922907548,0.019577790881745,0.37483910929809,0.0522298511444167,0.958345547614213,0.999893216865001
"ENSG00000277726",5.73609391184941,-0.0630385591779751,0.406476396550983,-0.155085411386411,0.876753983060455,0.999893216865001
"ENSG00000116649",6.98605922907548,0.019577790881745,0.37483910929809,0.0522298511444167,0.958345547614213,0.999893216865001
"ENSG00000171824",5.29886659520206,-0.219686552033668,0.413740242276452,-0.530976998575059,0.595434718506497,0.999893216865001
"ENSG00000198793",6.05032033499604,0.0394483201606026,0.401257322510772,0.0983117763777222,0.921684727286123,0.999893216865001
"ENSG00000120942",3.86543981728498,-0.0420091861852513,0.488796585719934,-0.0859441072473476,0.931510848687112,0.999893216865001
"ENSG00000132879",3.49301666045079,0.466822454612463,0.557641653223023,0.837136989165624,0.402515570869736,0.999893216865001
"ENSG00000116670",3.73847743952841,-0.226718177973081,0.486886862426637,-0.465648583827299,0.64146706110157,0.999893216865001
"ENSG00000177674",5.30153358304378,0.230957388364404,0.439144338465568,0.525925915773846,0.598939681794515,0.999893216865001
"ENSG00000177000",4.11639251724082,0.078369519769754,0.481959417578965,0.162606055429789,0.870828618910739,0.999893216865001
"ENSG00000011021",3.99203384518599,0.0195757295472986,0.484592206993762,0.0403962945849654,0.967777184332571,0.999893216865001
"ENSG00000120937",3.12372427127005,1.05344992485779,0.670119706103046,1.57203245220757,0.115943025247195,0.999893216865001
"ENSG00000116685",5.98805076777898,0.0195771532592364,0.401956166108921,0.0487046969542728,0.961154632691936,0.999893216865001
"ENSG00000083444",9.48459001672699,0.122790324311731,0.331715997966177,0.370167025601976,0.711258044030276,0.999893216865001
"ENSG00000116688",7.11041790113031,0.0534602062914741,0.373709872095051,0.143052700191652,0.886248560416811,0.999893216865001
"ENSG00000116691",3.1783879904872,-0.163368990748388,0.530692137228031,-0.307841362794094,0.758203045956418,0.999893216865001
"ENSG00000048707",5.98805076777898,0.0195771532592364,0.401956166108921,0.0487046969542728,0.961154632691936,0.999893216865001
"ENSG00000162496",6.67393626824018,0.0739866698046691,0.386373738544049,0.191489903230662,0.848141790231888,0.999893216865001
"ENSG00000116731",5.11369282734463,-0.0270580737929222,0.430045318639458,-0.062919121823082,0.949830907999657,0.999893216865001
"ENSG00000189337",3.36748224179011,-0.0508087114407303,0.52421496959785,-0.0969234271957325,0.922787204182225,0.999893216865001
"ENSG00000171729",1.49741358717117,0.0205356461748111,0.815710373040441,0.025175168605822,0.979915243259577,0.999893216865001
"ENSG00000142634",5.79908818076156,-0.199651955517841,0.398835169344398,-0.500587638362052,0.616661364073315,0.999893216865001
"ENSG00000132906",2.43460636966316,0.171795683099038,0.627987404808809,0.273565491574375,0.784418556362748,0.999893216865001
"ENSG00000116138",4.86614593141571,0.0694877979678315,0.445481197120448,0.155983683300203,0.876045882627117,0.999893216865001
"ENSG00000197312",5.17578726282202,-0.00348003571506406,0.429085728109996,-0.00811035065275338,0.993528947373469,0.999893216865001
"ENSG00000215695",3.30355782380176,-0.224451756311497,0.515581485211156,-0.435337114984983,0.663317748503296,0.999893216865001
"ENSG00000116786",6.7375077001127,0.165720778856228,0.388528186667873,0.426534765154353,0.669718221147678,0.999893216865001
"ENSG00000162458",5.23800444944233,-0.158341766711925,0.420947413805548,-0.376155694319265,0.706801151427485,0.999893216865001
"ENSG00000065526",6.111228900871,-0.0958185069369408,0.393055784555735,-0.243778391520794,0.807402456594103,0.999893216865001
"ENSG00000116809",4.17778432335253,0.106793693754079,0.481381985323324,0.221848131027069,0.824432109754958,0.999893216865001
"ENSG00000173641",4.18080850260123,0.107183327101262,0.492508310008225,0.217627448965221,0.827719395864926,0.999893216865001
"ENSG00000142627",6.48542463163792,0.0942984479287798,0.396250955012885,0.237976582102404,0.811899257265246,0.999893216865001
"ENSG00000142632",1.74072849216076,-0.71801937551054,0.678858211687927,-1.057686808745,0.290198251158044,0.999893216865001
"ENSG00000132881",1.12113622821584,-0.186798041059955,0.875280378169319,-0.213415090431537,0.831003211160014,0.999893216865001
"ENSG00000037637",4.49231235439833,0.241922997676563,0.473641874893023,0.510771978789258,0.60951073250014,0.999893216865001
"ENSG00000055070",7.92085142357632,0.00442518569107252,0.353798604798083,0.0125076403102212,0.990020607102888,0.999893216865001
"ENSG00000157191",5.98805076777898,0.0195771532592364,0.401956166108921,0.0487046969542728,0.961154632691936,0.999893216865001
"ENSG00000219481",3.05622937910844,0.222947660465947,0.567394012326001,0.39293269865853,0.694369189965519,0.999893216865001
"ENSG00000058453",3.93047842804876,0.11273776898129,0.496195315863821,0.227204420067984,0.820264790851609,0.999893216865001
"ENSG00000117122",5.73773019032012,-0.0628826926664479,0.406545219968985,-0.154675764411263,0.877076937220842,0.999893216865001
"ENSG00000159363",6.11234261658629,-0.0194385072188549,0.397245670694795,-0.048933213507038,0.960972520006053,0.999893216865001
"ENSG00000117118",5.86233450098332,-0.0211156284639021,0.40426278522425,-0.0522324320607176,0.958343491147972,0.999893216865001
"ENSG00000179051",6.48471581219771,0.0194812405862272,0.38935770615374,0.0500343007941775,0.960095054461322,0.999893216865001
"ENSG00000074964",3.99339579179553,-0.0979931932293331,0.482218425033569,-0.203213291202034,0.838968324697034,0.999893216865001
"ENSG00000159423",3.99203384518599,0.0195757295472986,0.484592206993762,0.0403962945849654,0.967777184332571,0.999893216865001
"ENSG00000169991",4.30150649639103,-0.0629541397413035,0.466815562965324,-0.13485869952879,0.892723594170947,0.999893216865001
"ENSG00000272084",3.05588405594432,0.0589887637769055,0.5526518256954,0.106737662003885,0.914997103308044,0.999893216865001
"ENSG00000127481",7.86028020679925,0.112757914574626,0.35981592162563,0.313376667895049,0.753994508455304,0.999893216865001
"ENSG00000127463",7.23654506308819,0.086703839106574,0.372563773927806,0.232722140943782,0.815977175222968,0.999893216865001
"ENSG00000053372",4.86233456286619,-0.124844186656175,0.435516030521951,-0.28665807434586,0.774374142663072,0.999893216865001
"ENSG00000053371",4.99004230648249,0.0195764696746528,0.436969396626718,0.0448005508527089,0.964266286018312,0.999893216865001
"ENSG00000040487",3.55307323888803,0.0533403736579851,0.515655638574793,0.103441850854984,0.917612298099153,0.999893216865001
"ENSG00000077549",7.85970901831714,-0.0107346698120439,0.354618281549368,-0.0302710558664458,0.975850880062582,0.999893216865001
"ENSG00000173436",5.11504230648249,0.0668651465162336,0.435106997706094,0.153675180745771,0.877865855186324,0.999893216865001
"ENSG00000158747",7.79720901831714,-0.0261579372719985,0.355362439475743,-0.0736091785912677,0.941321367495466,0.999893216865001
"ENSG00000270136",6.42387138689869,0.000803001487502733,0.38932237876911,0.00206256185437251,0.99835431490753,0.999893216865001
"ENSG00000162542",2.68056737770291,-0.358769737354916,0.563954267543896,-0.636168139869588,0.524666836716751,0.999893216865001
"ENSG00000169914",3.86786353766758,-0.0416939272211358,0.488893752735203,-0.0852821844989258,0.932037054638549,0.999893216865001
"ENSG00000162545",4.61090144627297,-0.416726305515891,0.438334636148523,-0.950703574733461,0.341754873029424,0.999893216865001
"ENSG00000090432",5.11481187369954,0.066841229676994,0.435097429656688,0.153623591225843,0.877906534639541,0.999893216865001
"ENSG00000158828",6.67712604886186,0.148417347541066,0.389532553512677,0.381013977401085,0.703192876978733,0.999893216865001
"ENSG00000117242",5.05317906696269,0.140961903298935,0.442082980575146,0.318858471130342,0.749833837012049,0.999893216865001
"ENSG00000244038",8.3587529387728,0.106983098301673,0.350100273612379,0.305578448133752,0.759925631915083,0.999893216865001
"ENSG00000189410",2.36845624098991,0.580878121537453,0.682956344598084,0.850534775951597,0.39502783455995,0.999893216865001
"ENSG00000127483",6.98605922907548,0.019577790881745,0.37483910929809,0.0522298511444167,0.958345547614213,0.999893216865001
"ENSG00000075151",7.79727584156467,0.0350327709830758,0.357936439456204,0.0978742791214537,0.922032124193928,0.999893216865001
"ENSG00000117298",8.7964387798914,0.0332996702006331,0.340174106816225,0.0978900790312733,0.922019577936361,0.999893216865001
"ENSG00000142794",2.93111981936688,-0.0208466074476183,0.56050241544694,-0.0371927165220071,0.970331345969514,0.999893216865001
"ENSG00000090686",5.98805076777898,0.0195771532592364,0.401956166108921,0.0487046969542728,0.961154632691936,0.999893216865001
"ENSG00000142798",10.6677435916625,0.00842006786672787,0.31134476002077,0.0270441932800352,0.978424485767981,0.999893216865001
"ENSG00000285959",1.37069810322688,-0.466404356249553,0.768661780669578,-0.606774485188102,0.544000582971763,0.999893216865001
"ENSG00000218510",2.49347060991342,-0.342969388004523,0.58225097013978,-0.589040474972823,0.555834122441088,0.999893216865001
"ENSG00000070831",7.48335142208622,-0.105954617813972,0.3587206997908,-0.295368006016277,0.767712771090353,0.999893216865001
"ENSG00000184677",4.98966679538598,0.21880176758856,0.450707198896369,0.485463218968616,0.627347797279308,0.999893216865001
"ENSG00000133216",5.42584928817221,-0.00246906284883626,0.421038999789196,-0.00586421412285432,0.995321060907493,0.999893216865001
"ENSG00000004487",6.04943705206369,-0.0392195858295865,0.397415960267804,-0.0986864890961045,0.921387196634587,0.999893216865001
"ENSG00000240553",1.93056529995116,-0.0425220796272606,0.683348521265107,-0.0622260505496346,0.950382817345772,0.999893216865001
"ENSG00000169641",6.79746956640906,0.0372269146328464,0.380752887143638,0.0977718512185637,0.922113459739468,0.999893216865001
"ENSG00000125944",6.98278841258005,-0.243448294079585,0.364741986908337,-0.667453440562535,0.504482540247322,0.999893216865001
"ENSG00000125945",4.1149599836495,0.07818746523405,0.484308953223897,0.161441296332805,0.871745843461271,0.999893216865001
"ENSG00000088280",4.05213392544235,-0.0680207871908777,0.479673241648839,-0.141806507607265,0.887232843692518,0.999893216865001
"ENSG00000117318",7.23331735049244,-0.0460246498582886,0.36747337161032,-0.125246217587419,0.900328628940748,0.999893216865001
"ENSG00000142676",8.91957615166847,0.0061640760619982,0.335707754452746,0.0183614348499235,0.98535051778368,0.999893216865001
"ENSG00000011007",6.92284296227982,0.00224848359037939,0.375752815796037,0.00598394342199658,0.995225532424575,0.999893216865001
"ENSG00000057757",4.92636854059609,0.0933923955237557,0.445158709165446,0.209795728132201,0.833827107328065,0.999893216865001
"ENSG00000011009",5.48782106661651,0.108159376745809,0.42562188167216,0.254120808640943,0.799402227957938,0.999893216865001
"ENSG00000117308",3.86336468208999,-0.161388727249582,0.486470948046441,-0.331754091169643,0.740074952665004,0.999893216865001
"ENSG00000117305",4.42958192161538,0.215909989832541,0.47506992018965,0.454480447312574,0.649483061874938,0.999893216865001
"ENSG00000179163",4.24656982200305,0.808097986929583,0.534899798830395,1.51074647755815,0.130853055886636,0.999893216865001
"ENSG00000189266",5.36279101319041,-0.111672036900485,0.41702775954506,-0.267780823565101,0.788868032409423,0.999893216865001
"ENSG00000188529",5.98805076777898,0.0195771532592364,0.401956166108921,0.0487046969542728,0.961154632691936,0.999893216865001
"ENSG00000001460",3.74232898450062,0.15073552254845,0.511177101748854,0.294879254240359,0.768086120376189,0.999893216865001
"ENSG00000001461",6.6148521297761,0.207283840319635,0.394095889876068,0.525973108688902,0.598906891224347,0.999893216865001
"ENSG00000117602",2.61893593967561,-0.40744510913393,0.582589542003177,-0.699369075066074,0.484321409025794,0.999893216865001
"ENSG00000133226",5.98805076777898,0.0195771532592364,0.401956166108921,0.0487046969542728,0.961154632691936,0.999893216865001
"ENSG00000169504",10.2935072594947,-0.0150270659553246,0.315434672664264,-0.047639233278958,0.962003763875982,0.999893216865001
"ENSG00000117614",5.23917054575437,0.112563231411905,0.433111759137024,0.259894193674602,0.794945390199066,0.999893216865001
"ENSG00000117616",5.42739716479597,0.0866796230983586,0.42510114519622,0.203903527614231,0.838428888356497,0.999893216865001
"ENSG00000183726",7.04892205710405,0.0366737954563232,0.374314588425293,0.0979758646613442,0.921951458354034,0.999893216865001
"ENSG00000204178",4.99033831126353,-0.0749596971902026,0.433236869991196,-0.173022432720756,0.862633794786543,0.999893216865001
"ENSG00000157978",4.80477869649172,0.147559861406224,0.454213964594915,0.324868614591856,0.74528051150432,0.999893216865001
"ENSG00000162430",7.4858313900685,0.0197336121678828,0.364218639193598,0.0541806762322055,0.956791216200386,0.999893216865001
"ENSG00000255054",4.55380164094443,-0.0582847062124834,0.452940335979388,-0.128680758993246,0.897610260912717,0.999893216865001
"ENSG00000117640",4.99004230648249,0.0195764696746528,0.436969396626718,0.0448005508527089,0.964266286018312,0.999893216865001
"ENSG00000182749",4.11639251724082,0.0783695197697551,0.481959417578965,0.162606055429791,0.870828618910737,0.999893216865001
"ENSG00000117632",4.91778626600007,-0.779609447652027,0.413250268879803,-1.88653101125696,0.0592234335150762,0.999893216865001
"ENSG00000158006",3.74338332432385,0.0197177906919768,0.500874562833378,0.0393667240365253,0.968598009705916,0.999893216865001
"ENSG00000175087",2.36789010483854,-0.270117143502792,0.601359736154718,-0.449177301476826,0.653303760329042,0.999893216865001
"ENSG00000142684",3.61589421426633,0.0864244638282206,0.515418710623296,0.167678165435064,0.866836474423557,0.999893216865001
"ENSG00000130695",2.93061271577856,-0.471945657494168,0.536639272749874,-0.879446737238965,0.379159100409786,0.999893216865001
"ENSG00000142669",9.41979840547549,0.00687317429873919,0.328262027356229,0.0209380730207958,0.98329505539536,0.999893216865001
"ENSG00000158062",2.49312430135575,-0.167006007997231,0.595561887950264,-0.280417554205849,0.779157170782681,0.999893216865001
"ENSG00000117682",5.86466884872886,0.145079276577449,0.412670270589261,0.351562220293425,0.725166602422469,0.999893216865001
"ENSG00000198830",5.67166336904364,-0.32034567573,0.398409815872967,-0.804060700733693,0.421361919526903,0.999893216865001
"ENSG00000117676",1.42925959945121,0.280718598414139,0.871054048812464,0.322274603736532,0.747244670916778,0.999893216865001
"ENSG00000117713",6.04943705206369,-0.0392195858295865,0.397415960267804,-0.0986864890961045,0.921387196634587,0.999893216865001
"ENSG00000060642",3.68286423330229,0.257876176013278,0.523015072741228,0.493056872456269,0.621972402843688,0.999893216865001
"ENSG00000204160",4.30303255573687,-0.0627670887180164,0.466125750474327,-0.134656986133345,0.892883083443471,0.999893216865001
"ENSG00000142751",4.55315750362704,0.154333484655959,0.465819214488365,0.331316270037234,0.740405602959815,0.999893216865001
"ENSG00000198746",2.86755078205165,-0.0631102397509356,0.56384096975029,-0.111929148708164,0.910879584492391,0.999893216865001
"ENSG00000090273",6.29691712474508,-0.182977620329741,0.384020537806537,-0.476478735681377,0.633733353068268,0.999893216865001
"ENSG00000253368",5.54692753887388,-0.288561326345022,0.404277979644267,-0.713769586458638,0.475369668995197,0.999893216865001
"ENSG00000090020",6.9221692097593,0.216827226363942,0.38979377173865,0.556261392779053,0.578032175549706,0.999893216865001
"ENSG00000142784",5.36434406269012,-0.02472751237286,0.422116669339664,-0.0585798054635992,0.953286795961138,0.999893216865001
"ENSG00000186501",5.36393411408429,0.156919191479494,0.431049961172961,0.364039451604381,0.715828549534878,0.999893216865001
"ENSG00000142733",4.49130164094443,-0.0852403997557509,0.454376594832862,-0.187598570712265,0.851191346758365,0.999893216865001
"ENSG00000181773",1.36837548259527,-0.466450034173807,0.779428116377095,-0.598451639571254,0.549538618141615,0.999893216865001
"ENSG00000158195",7.10930418541501,-0.0139472326661286,0.370677714700097,-0.0376263047737111,0.969985634591703,0.999893216865001
"ENSG00000126705",4.92804667171707,0.0936603732598697,0.443928419026899,0.210980800610097,0.832902253043395,0.999893216865001
"ENSG00000126709",3.42935596219007,0.603695096016604,0.590122506171018,1.02299961398465,0.306308028328271,0.999893216865001
"ENSG00000009780",2.43054936250526,-0.217632468572743,0.599223353731791,-0.363190899048561,0.716462285650194,0.999893216865001
"ENSG00000117758",6.11240943983381,0.0590325724903675,0.400526488389585,0.147387436790317,0.882826221217628,0.999893216865001
"ENSG00000117751",5.61133973278097,-0.10606957799565,0.408672209463403,-0.259546833720165,0.795213351573536,0.999893216865001
"ENSG00000117748",4.86432603968683,-0.0293920287145186,0.43999139972066,-0.0668013709658391,0.946739831976417,0.999893216865001
"ENSG00000158156",3.43102913425788,-0.0152818923489905,0.519960742076104,-0.029390473380688,0.97655317066502,0.999893216865001
"ENSG00000158161",4.92754230648249,-0.00466216933021653,0.438500656659465,-0.0106320692099604,0.991516995949349,0.999893216865001
"ENSG00000126698",6.29829135888394,-0.037058918671674,0.390868347281195,-0.0948117670040275,0.924464340261469,0.999893216865001
"ENSG00000130770",5.98805076777898,0.0195771532592364,0.401956166108921,0.0487046969542728,0.961154632691936,0.999893216865001
